SG_UF,NM_MUNICIPIO,CD_TSE,CD_IBGE
SE,SIRIRI,32433,2807204
MG,GRÃO MOGOL,45551,3127800
PI,JERUMENHA,11053,2205300
AL,PARIPUEIRA,27006,2706448
RS,ARVOREZINHA,85278,4301404
PB,AREIA,19216,2501104
CE,JAGUARETAMA,14354,2306702
PR,BOA ESPERANÇA,74578,3107109
BA,IAÇU,35378,2911907
PA,CONCEIÇÃO DO ARAGUAIA,4537,1502707
SP,COLÔMBIA,63436,3512100
PR,QUITANDINHA,78018,4121208
SP,ICÉM,64971,3519808
BA,CALDEIRÃO GRANDE,34096,2905503
MG,NOVA PORTEIRINHA,41165,3145059
RS,CERRO LARGO,86010,4305207
TO,NOVO ACORDO,94994,1715101
TO,CENTENÁRIO,73210,1704105
PI,NAZÁRIA,12726,2206720
BA,UMBURANAS,39489,2932457
MG,DOM CAVATI,44490,3122504
PE,CAMUTANGA,23710,2603603
MG,MINAS NOVAS,48356,3141801
SP,MARACAÍ,66770,3528809
MS,SONORA,91880,5007935
MG,BONFIM,41610,1400159
TO,ARRAIAS,92479,1702406
SP,CUNHA,63738,3513603
RN,AREIA BRANCA,16217,2401107
MA,PIO XII,8710,2108702
SP,REGENTE FEIJÓ,69493,3542404
MS,ITAQUIRAÍ,98078,5004601
MG,MORRO DO PILAR,48739,3143708
RS,PASSA SETE,88889,4314068
MG,DIVINO DAS LARANJEIRAS,44415,3122108
PR,ITAPEJARA DOESTE,76171,4111209
PB,JOCA CLAUDINO,19666,2513653
SP,ÁLVARES MACHADO,61255,3501301
MA,BURITI,7412,2102200
PA,FLORESTA DO ARAGUAIA,4561,1503044
PR,BOCAIÚVA DO SUL,74594,4103107
PA,MAGALHÃES BARATA,4812,1504109
SP,CHAVANTES,63371,3557204
ES,DOMINGOS MARTINS,56375,3201902
GO,CERES,93076,5205406
RS,GRAMADO DOS LOUREIROS,86762,4309126
BA,OLINDINA,37630,2923100
BA,BOTUPORÃ,33839,2904209
CE,SÃO BENEDITO,15474,2312304
CE,CARIRÉ,13617,2303105
RN,OURO BRANCO,17698,2408508
MG,LONTRA,40380,3138658
MG,JACINTO,46930,3134707
MG,ITAMONTE,46590,3133006
MA,BURITI BRAVO,7439,2102309
RN,RIO DO FOGO,16268,2408953
RS,CORONEL BARROS,86622,4305871
BA,CACULÉ,33995,2905008
SP,MACAUBAL,66630,3528106
SP,OURO VERDE,67970,3534807
RS,ERNESTINA,85022,4307054
PI,JOAQUIM PIRES,11070,2205409
SP,FERNANDÓPOLIS,64114,3515509
BA,SÃO FELIPE,38814,2929107
BA,MACURURÉ,36994,2919900
MG,VISCONDE DO RIO BRANCO,54410,3172004
MG,VARGINHA,54135,3170701
PA,RURÓPOLIS,5894,1506195
PI,GEMINIANO,10782,2204352
CE,SANTANA DO ACARAÚ,15415,2312007
MS,TRÊS LAGOAS,91650,5008305
SC,IRINEÓPOLIS,81558,4207908
MG,SÃO JOSÉ DA BARRA,41645,3162948
SC,IBICARÉ,81337,4206801
SC,RANCHO QUEIMADO,82813,4214300
RO,MACHADINHO DOESTE,396,1100130
RS,VICTOR GRAEFF,89699,4323200
BA,CAMPO ALEGRE DE LOURDES,34177,2905909
RN,NÍSIA FLORESTA,17639,2408201
PI,SÃO JOSÉ DO PEIXE,12017,2210102
SP,PARAGUAÇU PAULISTA,68110,3535507
CE,CARNAUBAL,13676,2303402
MA,URBANO SANTOS,9458,2112605
SE,INDIAROBA,31550,2802809
MA,SÃO JOÃO DOS PATOS,9199,2111102
PE,ILHA DE ITAMARACÁ,24511,2607604
CE,CHOROZINHO,13161,2303956
SC,BANDEIRANTE,81582,4202081
PA,SÃO DOMINGOS DO ARAGUAIA,4464,1507151
SP,GARÇA,64351,3516705
ES,SOORETAMA,56189,3205010
BA,MUCURI,37419,2922003
SC,PINHALZINHO,82538,3538204
SC,MELEIRO,82112,4210803
SC,CAIBI,80594,4203105
SP,JALES,65978,3524808
PE,TRACUNHAÉM,26093,2615508
PR,PRANCHITA,79910,4120358
MG,POTÉ,50474,3152402
PE,BREJINHO,23493,2401800
PB,UIRAÚNA,22390,2516904
MG,SÃO JOSÉ DO DIVINO,52655,2210052
AL,NOVO LINO,28118,2705606
PR,SERTANÓPOLIS,79057,4126504
BA,MALHADA DE PEDRAS,37079,2920304
BA,ÁGUA FRIA,33073,2900405
GO,ARAGOIÂNIA,92355,5201801
MG,CARVALHOS,42951,3114808
MG,MARTINHO CAMPOS,48097,3140506
BA,ITAJUÍPE,36110,2915502
CE,PINDORETAMA,13285,2310852
RO,CHUPINGUAIA,809,1100924
SC,CUNHATAÍ,81620,4204756
PI,NAZARÉ DO PIAUÍ,11339,2206704
BA,CAIRU,34070,2905404
MT,MATUPÁ,90620,5105606
MG,PRATINHA,50598,3153004
MG,SANTANA DA VARGEM,51659,3158300
BA,CORONEL JOÃO SÁ,34835,2909208
MG,FERVEDOURO,40207,3125952
SP,AGUAÍ,61050,3500303
PR,CURIÚVA,75370,4107009
RN,EXTREMOZ,16713,2403608
PR,NOVA TEBAS,75760,4117271
MA,SÃO VICENTE FERRER,9270,2111706
RS,NOVA ARAÇÁ,87599,4312807
MG,DORES DE CAMPOS,44598,3123007
PI,PALMEIRA DO PIAUÍ,11479,2207405
RS,NOVA BASSANO,87610,4312906
PI,AMARANTE,10090,2200509
BA,AMÉRICA DOURADA,30716,2901155
SP,NOVO HORIZONTE,67717,2923035
PI,ELESBÃO VELOSO,10693,2203503
RS,CERRO BRANCO,86088,4305132
ES,LARANJA DA TERRA,57916,3203163
AC,PORTO ACRE,1023,1200807
MG,RIACHINHO,40606,1718550
MG,TOLEDO,53813,3169109
SP,JOANÓPOLIS,66117,3525508
SP,IARAS,61085,3519253
RS,TUPARENDI,89494,4322301
PR,RONCADOR,78271,4122503
MA,NINA RODRIGUES,8435,2107209
SC,SCHROEDER,83437,4217402
SC,LUIZ ALVES,81973,4210001
SP,GUATAPARÁ,61107,3518859
CE,CASCAVEL,13692,2303501
SP,SARAPUÍ,71234,3551108
PE,SÃO JOSÉ DO EGITO,25712,2613602
GO,SANCLERLÂNDIA,95753,5219001
PR,JARDIM ALEGRE,76430,4112504
MG,PEDRA BONITA,41327,3148756
RN,PEDRO VELHO,17957,2409803
BA,TEOLÂNDIA,39314,2931608
MG,CALDAS,42056,3110301
BA,LAFAIETE COUTINHO,36757,2918704
TO,PEIXE,95273,1716604
MG,JAÍBA,40282,3135050
SP,CESÁRIO LANGE,63339,3511607
MG,SÃO JOÃO EVANGELISTA,52558,3162807
ES,PANCAS,56790,3204005
PR,RESERVA,78115,4121703
BA,ITAPÉ,36250,2916203
MG,CÁSSIA,43010,3115102
PB,SOLÂNEA,22217,2516003
BA,IBICOARA,35432,2912202
PE,AGRESTINA,23051,2600302
RN,LAGOA DANTA,17230,2406205
AL,OLHO DÁGUA DAS FLORES,28134,2705705
PR,FLORESTÓPOLIS,75574,4108007
PB,BANANEIRAS,19313,2501500
BA,BOQUIRA,33812,2904100
SP,PALMITAL,68071,3535309
AL,COQUEIRO SECO,27430,2702207
PI,JARDIM DO MULATO,10308,2205250
RN,RAFAEL FERNANDES,18090,2410504
PA,SÃO JOÃO DE PIRABAS,4065,1507474
PI,PAJEÚ DO PIAUÍ,12262,2207355
SP,NOVA INDEPENDÊNCIA,67652,3533205
MA,SÃO JOSÉ DOS BASÍLIOS,8362,2111250
RJ,CACHOEIRAS DE MACACU,58157,3300803
MG,MADRE DE DEUS DE MINAS,47813,3139102
MG,ESTRELA DO INDAIÁ,44938,3124708
MG,GUARARÁ,45691,3128501
SP,IPAUSSU,65196,3520905
MG,PARAGUAÇU,49433,3147204
MG,SÃO DOMINGOS DAS DORES,41548,3160959
RS,TRAMANDAÍ,89354,4321600
MS,JAPORÃ,55034,5004809
MA,PORTO FRANCO,8770,2109007
AM,JAPURÁ,2453,1302108
GO,ISRAELÂNDIA,94013,5210307
SC,CALMON,80667,4203154
SP,ITAPIRAPUÃ PAULISTA,61948,3522653
SC,SÃO LOURENÇO DO OESTE,83330,4216909
MA,PRIMEIRA CRUZ,8850,2109403
RS,BARROS CASSAL,85391,4302006
GO,ALEXÂNIA,92053,5200308
TO,GUARAÍ,96270,1709302
PA,TERRA SANTA,4367,1507979
PR,LOANDA,76635,4113502
MT,PORTO DOS GAÚCHOS,91359,5106802
BA,OURIÇANGAS,37672,2923308
SP,BILAC,62278,3506409
RS,CERRO GRANDE DO SUL,85944,4305173
PE,CASINHAS,23221,2604155
MS,CASSILÂNDIA,90573,5002902
MA,VILA NOVA DOS MARTÍRIOS,8621,2112852
RS,DERRUBADAS,86665,4306320
SP,PEDRA BELA,68373,3536802
BA,MAETINGA,39756,2919959
MG,GLAUCILÂNDIA,42129,3127354
PR,ARAPONGAS,74276,4101507
PR,PRUDENTÓPOLIS,77917,4120606
PE,PARANATAMA,25054,2610301
MG,SÃO PEDRO DOS FERROS,52795,3164001
PE,FLORES,24112,2605608
RS,MONTENEGRO,87491,4312401
SP,SANTA ROSA DE VITERBO,70530,3547601
PB,INGÁ,20370,2506806
BA,CORAÇÃO DE MARIA,34770,2908903
TO,COUTO MAGALHÃES,93211,1706001
MG,ALTO RIO DOCE,40410,3102100
SP,MARABÁ PAULISTA,66753,3528700
MT,NOSSA SENHORA DO LIVRAMENTO,91219,5106109
MT,ACORIZAL,90018,5100102
BA,ANAGÉ,33235,2901205
SE,PINHÃO,32034,2805208
SP,SANTO ANTÔNIO DA ALEGRIA,70599,3547908
SP,SANTA MERCEDES,70432,3547106
PE,OROBÓ,24937,2609709
PE,JOÃO ALFREDO,24619,2608107
SP,MIRASSOL,67075,3530300
SP,DIVINOLÂNDIA,63797,3513900
RJ,SÃO JOSÉ DO VALE DO RIO PRETO,59331,3305158
RS,PIRATINI,87955,4314605
MG,BORDA DA MATA,41653,3108305
SP,URUPÊS,72214,3556008
MG,CÓRREGO NOVO,43990,3120003
SP,TARABAI,71790,3553906
AM,ANAMÃ,2933,1300086
RO,CANDEIAS DO JAMARI,477,1100809
RN,AFONSO BEZERRA,16055,2400307
SP,GUAIMBÊ,64475,3517307
AL,POÇO DAS TRINCHEIRAS,28436,2707206
GO,NIQUELÂNDIA,94897,5214606
PR,VERÊ,79456,4128609
PA,IPIXUNA DO PARÁ,4189,1503457
PE,TACAIMBÓ,25933,2614709
GO,NOVO PLANALTO,92444,5215256
PE,BARRA DE GUABIRABA,23256,2601300
BA,RUY BARBOSA,38458,2411106
PI,COCAL DOS ALVES,12696,2202729
SP,JUQUIÁ,66230,3526100
BA,SOUTO SOARES,39152,2930808
MG,CURRAL DE DENTRO,42005,3120870
MG,CAPELINHA,42455,3112307
RO,SÃO MIGUEL DO GUAPORÉ,418,1100320
RS,ANTÔNIO PRADO,85154,4300802
ES,VILA PAVÃO,56081,3205150
MS,IGUATEMI,90859,5004304
PE,ALTINHO,23159,2600807
MA,ESPERANTINÓPOLIS,7773,2104008
PA,CHAVES,4499,1502509
MG,BOA ESPERANÇA,41416,3107109
CE,HIDROLÂNDIA,14052,2305209
RS,SÃO NICOLAU,88870,4319208
SP,TORRE DE PEDRA,62049,3554656
PR,SÃO PEDRO DO IVAÍ,78913,4125803
PA,SÃO JOÃO DA PONTA,4820,1507466
BA,FÁTIMA,30899,1707553
SE,RIACHÃO DO DANTAS,32158,2805802
MT,CLÁUDIA,90522,5103056
PB,SANTA HELENA,21679,2109809
BA,UTINGA,39551,2932804
PI,PAULISTANA,11550,2207801
MA,CÂNDIDO MENDES,7498,2102606
TO,GOIATINS,95338,1709005
BA,JAGUARIPE,36579,2917805
MG,GUIRICEMA,45799,3129004
SP,PACAEMBU,67997,3534906
SC,TRÊS BARRAS,83593,4218301
MG,FLORESTAL,45195,3126000
MG,SANTA BÁRBARA,51438,2927507
MG,INGAÍ,46159,3130804
PE,SERRITA,25798,2614006
RS,SÃO PEDRO DO SUL,88919,4319406
RS,MARIANA PIMENTEL,87009,4311981
PR,CANTAGALO,84514,3112059
PI,MORRO CABEÇA NO TEMPO,10880,2206654
MG,BALDIM,40991,3105004
MG,COIMBRA,43338,3116704
PR,CRUZEIRO DO SUL,75310,1200203
PE,SÃO JOAQUIM DO MONTE,25658,2613305
SC,PESCARIA BRAVA,83925,4212650
MT,BOM JESUS DO ARAGUAIA,90905,5101852
PI,ACAUÃ,12327,2200053
GO,CAMPOS VERDES,92061,5204953
PI,CALDEIRÃO GRANDE DO PIAUÍ,10146,2202091
MT,SALTO DO CÉU,89974,5107750
SE,CANINDÉ DE SÃO FRANCISCO,31232,2801207
BA,IPECAETÁ,35777,2913804
PI,SÃO JOSÉ DO DIVINO,10529,2210052
BA,ABARÉ,33030,2900207
PR,MARIALVA,76872,4114807
MG,FRANCISCO BADARÓ,45292,3126505
MG,BARBACENA,41114,3105608
PR,MANOEL RIBAS,76813,4114500
PR,ARAUCÁRIA,74357,4101804
MG,ESPINOSA,44857,3124302
RS,CRUZALTENSE,89206,4306130
SP,REGINÓPOLIS,69515,3542503
PR,ENÉAS MARQUES,75450,4107405
MA,PASTOS BONS,8591,2108009
AM,BOCA DO ACRE,2151,1300706
BA,DOM BASÍLIO,35017,2910107
MG,RIO ESPERA,51039,3155207
SC,POUSO REDONDO,82694,4213708
PR,TERRA RICA,79197,4127304
PA,URUARÁ,5754,1508159
BA,PARAMIRIM,37737,2923605
BA,SÃO GONÇALO DOS CAMPOS,38857,2929305
PE,SANTA CRUZ,23108,2411205
PE,CORTÊS,23957,2604809
BA,IBOTIRAMA,35653,2913200
PA,GOIANÉSIA DO PARÁ,4006,1503093
SP,PINHALZINHO,68675,3538204
RS,NOVA PETRÓPOLIS,87670,4313201
PB,SOLEDADE,22233,2516102
SC,GARUVA,81159,4205803
PB,MATO GROSSO,19488,2509370
BA,AIQUARA,33111,2900603
CE,ORÓS,14915,2309508
SP,PORTO FERREIRA,69159,3540705
MA,PRESIDENTE MÉDICI,8125,1100254
MG,PITANGUI,50270,3151404
PI,CABECEIRAS DO PIAUÍ,10120,2202059
PB,SERRA BRANCA,22110,2515500
RS,GARIBALDI,86690,4308607
BA,IBIASSUCÊ,35394,2912004
RN,SÃO JOÃO DO SABUGI,18392,2412104
MG,ITUETA,46817,3134103
PI,BERTOLÍNIA,10332,2201705
MG,CORINTO,43818,3119104
BA,ITAMARI,36153,2915700
PR,JESUÍTAS,79979,4112751
TO,TALISMÃ,73504,1720978
GO,BARRO ALTO,92630,2903235
CE,CRUZ,15890,2304251
SP,IPEÚNA,65234,3521101
AM,SANTA ISABEL DO RIO NEGRO,2372,1303601
AL,TANQUE DARCA,28797,2709004
MT,PEDRA PRETA,91812,2409605
SP,DUMONT,63932,3514601
PI,VERA MENDES,12556,2211506
TO,PALMEIRANTE,73083,1715705
MG,MACHADO,47791,3139003
PR,MALLET,76716,4113908
SC,TROMBUDO CENTRAL,83658,4218608
RS,NOVA PRATA,87696,4313300
SP,DOBRADA,63819,3514007
BA,BONINAL,33790,2904001
MG,TUPACIGUARA,53910,3169604
PB,PILAR,21318,2511509
PB,TAPEROÁ,22314,2516508
MG,VERDELÂNDIA,42528,3171030
SP,PEDRO DE TOLEDO,68454,3537206
PR,NOVA AURORA,79650,4116703
MA,PAULO RAMOS,9598,2108108
MG,JURAMENTO,47350,3136801
BA,INHAMBUPE,35750,2913705
RS,CORONEL BICACO,86150,4305900
MG,CHAPADA DO NORTE,43214,3116100
PR,COLORADO,75159,4105904
SP,GAVIÃO PEIXOTO,62308,3516853
MG,IBIRACI,45934,3129707
SP,MENDONÇA,66915,3529500
MG,SANTA RITA DE MINAS,40665,3159357
RJ,SAPUCAIA,59072,1507755
RN,BAÍA FORMOSA,16276,2401404
SC,INDAIAL,81477,4207502
RN,SÃO JOSÉ DO SERIDÓ,18457,2412401
MG,VERMELHO NOVO,42560,3171154
PA,TUCUMÃ,4081,1508084
GO,GAMELEIRA DE GOIÁS,93564,5208152
PI,MURICI DOS PORTELAS,12475,2206696
MG,RIO PARDO DE MINAS,51110,3155603
SC,JOAÇABA,81779,4209003
GO,TERESINA DE GOIÁS,92762,5221080
PR,BOM SUCESSO,74616,2502300
PR,BOA ESPERANÇA DO IGUAÇU,74144,4103024
SE,ARAUÁ,31070,2800407
SP,POTIM,61565,3540754
PA,ÁGUA AZUL DO NORTE,4260,1500347
PR,FLORAÍ,75531,4107801
PR,PLANALTO,77755,2925006
PI,JUREMA,10847,2205532
BA,NOVA VIÇOSA,37613,2923001
MG,AÇUCENA,40096,3100500
RS,IBARAMA,84972,4309753
MG,DOM BOSCO,42048,3122470
MG,FARIA LEMOS,45055,3125309
BA,ITANHÉM,36218,2916005
AM,EIRUNEPÉ,2291,1301407
MS,MUNDO NOVO,91790,2922102
SC,RIO NEGRINHO,82953,4215000
SP,NIPOÃ,67555,3532702
SC,LAURENTINO,81876,4209508
ES,DIVINO DE SÃO LOURENÇO,56359,3201803
CE,ITATIRA,14338,2306603
PA,TRAIRÃO,4286,1508050
PB,ALHANDRA,19119,2500601
RS,VERANÓPOLIS,89591,4322806
PR,SAPOPEMA,78999,4126207
MG,ITAVERAVA,46779,3133907
BA,TERRA NOVA,39330,2615201
SP,SÃO BENTO DO SAPUCAÍ,70734,3548609
GO,CAMPINAÇU,96873,5204656
GO,JANDAIA,94293,5211701
PB,CAPIM,19062,2504033
RN,TAIPU,18759,2413904
BA,PONTO NOVO,38067,2925253
MG,FRONTEIRA,45390,3127008
RS,BARÃO,86223,4301651
MS,ARAL MOREIRA,91715,5001243
CE,ALCÂNTARAS,13099,2300507
SC,SANTA ROSA DE LIMA,83070,2806503
RJ,ITAOCARA,58416,3302106
AL,PÃO DE AÇÚCAR,28274,2706406
MG,SÃO FÉLIX DE MINAS,41564,3161056
SP,MOCOCA,67113,3530508
PR,RAMILÂNDIA,74705,4121257
PB,RIACHÃO DO POÇO,19003,2512762
RJ,SÃO FRANCISCO DE ITABAPOANA,58289,3304755
MS,BODOQUENA,98019,5002159
PR,BOM JESUS DO SUL,75167,4103156
GO,CÓRREGO DO OURO,93157,5205703
SC,BALNEÁRIO GAIVOTA,81744,4202073
SP,CAMPINA DO MONTE ALEGRE,61506,3509452
PR,SÃO PEDRO DO IGUAÇU,74861,4125753
MT,CAMPO VERDE,90506,5102678
SC,MORRO GRANDE,81086,4211256
SC,PASSOS MAIA,80624,4212270
PE,BELÉM DE MARIA,23299,2601508
MG,ANTÔNIO PRADO DE MINAS,40614,3103108
MG,SANTO ANTÔNIO DO AVENTUREIRO,51993,3160009
GO,CAÇU,92851,5204300
SP,AGUDOS,61131,3500709
MA,DAVINÓPOLIS,7242,2103752
PI,SANTA LUZ,11851,2209302
RS,CRISTAL DO SUL,88528,4306072
MA,CIDELÂNDIA,7480,2103257
GO,SERRANÓPOLIS,96075,5220504
PE,JOAQUIM NABUCO,24635,2608206
MG,DELTA,42021,3121258
RS,PORTÃO,87998,4314803
RS,IBIRAIARAS,86991,4309902
BA,JUSSARA,36714,2918506
RS,HUMAITÁ,86959,1301704
RJ,MIGUEL PEREIRA,58572,3302908
RS,ENCRUZILHADA DO SUL,86355,4306908
RS,SÃO MARTINHO,88854,4217105
SC,RIO DO OESTE,82872,4214607
RJ,COMENDADOR LEVY GASPARIAN,58165,3300951
PE,SÃO JOSÉ DO BELMONTE,25690,2613503
PA,PORTO DE MOZ,5177,1505908
GO,SANTA BÁRBARA DE GOIÁS,95770,5219100
SP,SÃO JOAQUIM DA BARRA,70890,3549409
PR,SANTA TEREZA DO OESTE,74080,4124020
PE,CARNAUBEIRA DA PENHA,23167,2603926
SC,CORONEL FREITAS,80853,4204400
RJ,NATIVIDADE,58610,1714203
RS,ILÓPOLIS,87076,4310306
SC,SÃO CARLOS,83151,3548906
PR,CERRO AZUL,75019,4105201
SP,LINDÓIA,66419,3527009
PE,SÃO VICENTE FÉRRER,25755,2613800
MT,JURUENA,90581,5105176
CE,ANTONINA DO NORTE,13153,2300804
SP,URÂNIA,72176,3555802
MT,COLNIZA,89788,5103254
SP,ARAMINA,61590,3503000
MA,SÃO ROBERTO,8443,2111672
RS,QUARAÍ,88099,4315305
SP,SANTA ADÉLIA,70130,3545605
MG,MATIAS CARDOSO,40444,3140852
BA,PEDRO ALEXANDRE,37850,2924207
PR,ALVORADA DO SUL,74136,4100806
MA,VARGEM GRANDE,9474,2112704
TO,IPUEIRAS,73598,1709807
TO,ARAGUACEMA,92371,1701903
SP,APARECIDA,61492,2500775
PE,TUPARETAMA,26174,2615904
AL,VIÇOSA,28878,2414902
BA,ITAPEBI,36277,2916302
MT,PORTO ALEGRE DO NORTE,98850,5106778
PE,GRANITO,24252,2606309
MG,MALACACHETA,47830,3139201
MS,PORTO MURTINHO,91375,5006903
MA,GOVERNADOR LUIZ ROCHA,7625,2104628
SP,BARRA DO CHAPÉU,61360,3505351
AM,MANAQUIRI,98396,1302553
RS,BOA VISTA DO BURICÁ,85430,4302204
AM,TABATINGA,98477,1304062
SP,PEDRINHAS PAULISTA,61247,3537156
RS,PALMARES DO SUL,89672,4313656
AL,PIAÇABUÇU,28355,2706802
BA,TABOCAS DO BREJO VELHO,39179,2930907
ES,ANCHIETA,56073,3200409
RS,SÃO JERÔNIMO,88714,4318408
SE,MONTE ALEGRE DE SERGIPE,31836,2804201
MT,CHAPADA DOS GUIMARÃES,90590,5103007
GO,ARAGUAPAZ,96695,5202155
MG,CAPINÓPOLIS,42510,3112604
MG,CRISÓLITA,41963,3120151
SP,PATROCÍNIO PAULISTA,68276,3536307
BA,ITAGUAÇU DA BAHIA,36080,2915353
SP,SUD MENNUCCI,71471,3552304
MG,PAPAGAIOS,49379,3146909
MG,SÃO JOSÉ DO GOIABAL,52671,3163409
SE,DIVINA PASTORA,31399,2802007
AM,CODAJÁS,2275,1301308
RJ,MIRACEMA,58599,3303005
MG,BOM JESUS DO AMPARO,41530,3107703
PB,SOBRADO,19020,2515971
PR,SÃO MIGUEL DO IGUAÇU,78891,4125704
CE,POTENGI,15253,2311207
MG,SANTO ANTÔNIO DO AMPARO,51977,3159902
MG,CARNEIRINHO,40088,3114550
AM,FONTE BOA,2330,1301605
RS,CERRITO,88641,4305124
GO,BRITÂNIA,92754,5203807
MG,SANTA CRUZ DE MINAS,41467,3157336
RS,XANGRI-LÁ,88145,4323804
MG,IPANEMA,46230,3131208
MG,CLÁUDIO,43311,3116605
MT,NORTELÂNDIA,91197,5106000
PE,CHÃ DE ALEGRIA,23876,2604403
PR,IPORÃ,76058,4110607
RS,VALE VERDE,88668,4322525
PR,MARQUINHO,75485,4115457
MA,FERNANDO FALCÃO,7544,2104081
RS,SANTA MARIA DO HERVAL,86207,4316956
MG,SANTANA DOS MONTES,51810,3159100
RS,CRISSIUMAL,86177,4306007
BA,GUAJERU,30953,2911659
MG,OURO FINO,49190,3146008
AP,PEDRA BRANCA DO AMAPARI,6084,1600154
PB,CONDADO,19917,2504504
PA,PACAJÁ,5916,1505486
BA,CRISÓPOLIS,34916,2909604
GO,NOVA GLÓRIA,96555,5214861
RJ,PATY DO ALFERES,59315,3303856
GO,PALMEIRAS DE GOIÁS,95117,5215702
PR,RIO AZUL,78174,4122008
GO,BONÓPOLIS,93408,5203575
GO,ORIZONA,95036,5215306
PA,AURORA DO PARÁ,4340,1500958
AL,PALESTINA,28231,2706208
MS,ALCINÓPOLIS,55018,5000252
CE,GROAÍRAS,13994,2304905
PI,CURRAIS,10766,2203230
SP,COSMORAMA,63592,3512902
MG,MARIA DA FÉ,47970,3139904
MA,CENTRO NOVO DO MARANHÃO,7463,2103174
AL,BELO MONTE,27170,2700904
SP,SERRA AZUL,71293,3551405
MA,CARUTAPERA,7552,2102903
PB,SANTANA DOS GARROTES,21733,2513604
MG,CONCEIÇÃO DAS ALAGOAS,43451,3117306
MG,GUARACIAMA,42188,3128253
BA,MIRANTE,37303,2921450
PR,ITAMBÉ,76155,2607653
MG,SÃO JOÃO DO PARAÍSO,52531,2111052
SE,CUMBE,31372,2801900
MG,LIBERDADE,47694,3138500
CE,SABOEIRO,15393,2311900
RS,FLORIANO PEIXOTO,88242,4308250
PB,ALCANTIL,19763,2500536
PR,CAMPO MAGRO,75205,4104253
CE,VÁRZEA ALEGRE,15814,2314003
SP,MIRANTE DO PARANAPANEMA,67059,3530201
PA,OURÉM,5070,1505403
MG,CORDISBURGO,43770,3118908
GO,ACREÚNA,96458,5200134
SC,BALNEÁRIO BARRA DO SUL,80683,4202057
CE,RERIUTABA,15350,2311702
RS,PEDRO OSÓRIO,87874,4314209
RS,GUARANI DAS MISSÕES,86894,4309506
PR,NOVA LARANJEIRAS,74586,4117057
BA,PARATINGA,37753,2923704
MT,POCONÉ,91294,5106505
RN,MESSIAS TARGINO,17213,2407609
RS,SÃO MARCOS,88838,4319000
SP,MONTE APRAZÍVEL,67296,3531407
PB,VIEIRÓPOLIS,19887,2517209
PE,JUPI,24651,2608305
PE,AFRÂNIO,23035,2600203
CE,MORRINHOS,14796,2308906
MA,LIMA CAMPOS,8192,2106003
GO,NERÓPOLIS,94870,5214507
MG,SERICITA,53252,3166303
SP,ITATINGA,65714,3523503
RN,ALTO DO RODRIGUES,16136,2400703
RS,NONOAI,87572,4312708
SP,RAFARD,69434,3542107
RN,PILÕES,17990,2410009
PA,NOVA ESPERANÇA DO PIRIÁ,4480,1504950
SP,MORUNGABA,67415,3532009
AM,SANTO ANTÔNIO DO IÇÁ,2739,1303700
RN,SENADOR ELÓI DE SOUZA,18597,2413102
SP,FLÓRIDA PAULISTA,64211,3516002
RS,MOSTARDAS,87513,4312500
TO,CONCEIÇÃO DO TOCANTINS,93130,1705607
SE,POÇO VERDE,32093,2805505
RS,SAGRADA FAMÍLIA,87564,4316428
SP,SEVERÍNIA,71390,3551900
GO,PETROLINA DE GOIÁS,95311,5216809
SP,SANTO ANTÔNIO DE POSSE,70610,3548005
SC,SÃO JOÃO DO OESTE,80640,4216255
MA,LORETO,8214,2106102
RS,COXILHA,86649,4305975
PB,CONDE,19933,2504603
SE,RIACHUELO,32174,2410900
BA,PRESIDENTE TANCREDO NEVES,38164,2925758
RS,ROLANTE,88234,4316006
BA,MATINA,37222,2921054
MG,SACRAMENTO,51373,3156908
SC,ANCHIETA,80152,3200409
SP,OURINHOS,67954,3534708
PA,BREU BRANCO,4448,1501782
MT,FIGUEIRÓPOLIS DOESTE,99031,5103809
PA,AUGUSTO CORRÊA,4170,1500909
MT,IPIRANGA DO NORTE,91081,5104526
RN,SANTO ANTÔNIO,18295,2411502
MG,MONTE SIÃO,48674,3143401
BA,MORTUGABA,37370,2921807
RN,JUCURUTU,17191,2406106
PR,INÁCIO MARTINS,75990,4110201
RO,ALTO ALEGRE DOS PARECIS,736,1100379
RS,ESPERANÇA DO SUL,88285,4307450
RN,SERRINHA,18678,2413508
SP,DESCALVADO,63754,3513702
PE,BETÂNIA,23353,2601805
PB,SÃO JOSÉ DOS CORDEIROS,21970,2514800
SE,JAPOATÃ,31674,2803401
CE,FARIAS BRITO,13870,2304301
AM,NHAMUNDÁ,2631,1303007
PA,SANTA MARIA DAS BARREIRAS,5991,1506583
TO,PARANÃ,95214,1716208
MA,GOVERNADOR NEWTON BELLO,7641,2104651
PI,CAJAZEIRAS DO PIAUÍ,12343,2202075
SP,NOVA CAMPINA,61980,3532827
MG,ATALÉIA,40932,3104700
BA,ARAÇÁS,33383,2902054
BA,CANÁPOLIS,34215,2906105
RN,JANDUÍS,17019,2405207
PR,JAPURÁ,76414,1302108
MG,PRATA,50555,2512200
TO,FORMOSO DO ARAGUAIA,93653,1708205
BA,SANTA TEREZINHA,38695,2612802
RO,CABIXI,450,1100031
MA,LAGOA GRANDE DO MARANHÃO,7846,2105963
PR,BARBOSA FERRAZ,74470,4102505
PB,ESPERANÇA,20214,2506004
PE,MARAIAL,24830,2609204
SP,ANGATUBA,61433,3502200
